"ean","name","brand","pack_size","category","image_url","source"
"05054268677950","Tesco 12 Christmas Cupcake Platter","TESCO","","Bakery > Cakes, Cake Bars, Slices & Pies > Small Cakes, Bites & Slices","https://digitalcontent.api.tesco.com/v2/media/ghs/b66e4224-3337-4bd6-99d8-f25b25156934/20b416a7-dc95-494f-b093-b71c1a575c5d.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05060011816132","Fruit Bowl Raspberry Peelers 5X16g","FRUIT BOWL","80G","Food Cupboard > Dried Fruit, Nuts, Nutrient Powders & Seeds > Fruit Snacks","https://digitalcontent.api.tesco.com/v2/media/ghs/3061b554-f41a-4268-b3c1-cf48cd7ad6cb/ab1a4973-4f94-4328-8233-fa9d3d69728d_108148254.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05000354168567","Hartleys Best Strawberry Seedless Jam 340G","HARTLEYS","340G","Food Cupboard > Jams, Sweet & Savoury Spreads > Jams","https://digitalcontent.api.tesco.com/v2/media/ghs/156cd06c-88ad-4e29-ac3e-aab8426cb746/6d90e686-d8c9-4bb4-87f5-3039eed3a220_2108884604.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05059944603308","Tesco Blue Stripe Bath Towel","TESCO HOME","","Home & Ents > Bathroom Accessories & Towels > Towels","https://digitalcontent.api.tesco.com/v2/media/ghs/05d6c475-4351-4560-a1c6-2d89089ae316/b87510ec-f451-4a67-a965-b1b05cb788bc_1512760736.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05053526192204","Tesco Black Soft Touch Notebook 192 Pages","TESCO HOMEOFFICE","","Home & Ents > Stationery, Arts & Crafts > Notebooks & Diaries","https://digitalcontent.api.tesco.com/v2/media/ghs/be0131c4-2840-4f03-92a7-f1408aa218b4/d13bf51c-f719-4b75-a9c9-87d6c69e9010_661267272.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05053947250873","Tesco Easy Cook Brown Rice 2Kg","TESCO","2KG","Food Cupboard > Dried Pasta, Rice, Noodles & Cous Cous > Rice","https://digitalcontent.api.tesco.com/v2/media/ghs/394fedff-91a9-492e-bc4b-ad46a5187873/6b454c4d-6267-4a49-8316-273b487798b9_671792513.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05057753908188","Stockwell & Co Mayonnaise 450Ml","STOCKWELL CO","450ML","Food Cupboard > Table Sauces, Olives, Pickles & Chutney > Mayonnaise","https://digitalcontent.api.tesco.com/v2/media/ghs/b1c0348a-2b1e-4070-99ca-90cac4af8b7a/572fc3c1-ea7c-4cfa-aada-625f10591213_350348722.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"04895217505907","Among Us Mystery Capsule","AMONG US","","Home & Ents > Toys & Games > Action Toys & Figures","https://digitalcontent.api.tesco.com/v2/media/ghs/b140a532-d05e-4a54-aa5a-d47befc70360/d7350d58-2764-4ccf-be13-bf094725b4af_776786252.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05057373619259","Tesco Baking Spread 500G","TESCO","500G","Fresh Food > Milk, Butter & Eggs > Butter, Spreads & Margarine","https://digitalcontent.api.tesco.com/v2/media/ghs/1df97ba7-a928-4f4b-8aea-f73b8caf9623/36c5701b-e88a-490e-8716-dfb89fa91a36_374258587.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05052909256892","Tesco Spanish Serrano Ham 80G","TESCO","80G","Fresh Food > Cooked Meats, Antipasti & Dips > Chorizo, Salami & Continental Meats","https://digitalcontent.api.tesco.com/v2/media/ghs/920371a0-bede-44b7-91f1-15c4a256ed4e/ef7bfb9c-9b1d-45a8-b58a-9473e10250ec.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05060426811333","Coconut Collaborative Dairy Free Salted Caramel 4X45g","COCONUT COLLABORATIVE","180G","Fresh Food > Dairy Free & Dairy Alternatives > Dairy Free Desserts","https://digitalcontent.api.tesco.com/v2/media/ghs/be9970e0-0f63-4a66-8a37-56dc3a783d6e/026be78f-77ce-4cc7-a0d3-3408d21c3557.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"08001841283944","Old Spice Deep Sea Deodorant Stick 50Ml","OLD SPICE","50ML","Health & Beauty > Men's Toiletries > Deodorants","https://digitalcontent.api.tesco.com/v2/media/ghs/951f6595-3b7a-43ba-8545-dcf32d85d84b/d6824e66-c2b0-4585-99ad-6feb849fb4c7_1218815219.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05059697727511","Tesco Garlic Mayonnaise 235Ml","TESCO","235ML","Food Cupboard > Table Sauces, Olives, Pickles & Chutney > Mayonnaise","https://digitalcontent.api.tesco.com/v2/media/ghs/b7149993-c1f8-417b-b58e-f58c131c8ccc/eb1dd03a-84c1-456d-b11a-119cf3174a3b_1052833457.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05011898008011","Rubicon Passion Fruit Juice Drink 1Ltr","RUBICON","1L","Food Cupboard > World Foods > African & Caribbean","https://digitalcontent.api.tesco.com/v2/media/ghs/2fb8f383-0a24-4703-b9fc-8eb80c8c68bf/45c25e82-10b2-4aa1-b241-c1c33dd9e9ab_1138372108.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05025404006026","Cannaray Muscle Balm Cbd 250Mg Aloe Arnica 60Ml","CANNARAY BRANDS","60ML","Health & Beauty > Vitamins, Minerals & Supplements > Sleep Aid & Stress","https://digitalcontent.api.tesco.com/v2/media/ghs/6f046558-713f-4924-b90f-3b5757210554/e7839bec-70f7-41d2-bf4f-4cacf8967305_975711428.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"07622201799458","Cadbury Dairy Milk Chunk Pouch 350G","CADBURY","350G","Food Cupboard > Christmas Treats > Chocolate Tubs & Tins","https://digitalcontent.api.tesco.com/v2/media/ghs/a6864960-5a41-48c1-8bc0-7c277f49c7a4/619ff361-db06-44e3-a3ea-e0fb067c066a_1043841400.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"03608580968580","Bonne Maman Intense Strawberry Jam 335G","BONNE MAMAN","335G","Food Cupboard > Jams, Sweet & Savoury Spreads > Jams","https://digitalcontent.api.tesco.com/v2/media/ghs/7d7c6065-b324-4ae5-a7e9-d780295bfb8e/69d44737-855c-48a9-aed7-6e2e9265b294_1623731693.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05060674960449","Mighty Milk Shake Salted Caramel Dairy Free Drink 330Ml","MIGHTY","330ML","Fresh Food > Milk, Butter & Eggs > Dairy Free Drinks","https://digitalcontent.api.tesco.com/v2/media/ghs/abf0c4e4-2ab4-4e3a-9199-2b940d142a27/db77d5eb-a091-4b39-a0a1-4dc978ffb379_897671413.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"03131910236238","Pilot Frixion Black Set In Case","PILOT","","Home & Ents > Stationery, Arts & Crafts > Pens & Pencils","https://digitalcontent.api.tesco.com/v2/media/ghs/30536359-376b-4ad7-850e-02807e03f34b/929e64d8-9f42-4702-bb36-cbba8d8051dd_911358539.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05060084348356","The Gym Kitchen Beef Lasagne 400G","THE GYM KITCHEN","400G","Frozen Food > Frozen Ready Meals > Frozen Italian & Mediterranean Ready Meals","https://digitalcontent.api.tesco.com/v2/media/ghs/9fb4d897-f221-4dfa-8794-48282ee65358/d4f0a8a3-5146-4f0c-8c3e-7c79b2ad084c.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05057753430108","Tesco Extracts Apple Shampoo 500Ml","TESCO EXTRACTS","500ML","Health & Beauty > Shampoo > Normal Hair - Everyday Shampoo","https://digitalcontent.api.tesco.com/v2/media/ghs/be6f491f-1c19-4dd7-902e-6fa970cbdcb7/2eddeb98-551a-44c7-8b27-27284c976f8d_263368033.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"07613039535042","Smarties Pouch 105G","SMARTIES","105G","Food Cupboard > Chocolate, Sweets, Mints & Chewing Gum > Block Chocolate Bars","https://digitalcontent.api.tesco.com/v2/media/ghs/52bd05f2-9eff-4d88-9af5-049837634295/15dff055-8e4a-4bec-b23f-b40846fcbac2_869265442.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05054775750597","Woodside Farms Pork Belly Slices 500G","WOODSIDE FARMS","500G","Fresh Food > Fresh Meat & Poultry > Fresh Pork","https://digitalcontent.api.tesco.com/v2/media/ghs/737d7b9f-0098-4ac2-9910-7ae842bc1fd0/f800ba78-95f9-4ed8-8859-54c6e7cfd8ff.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"00000050150397","Optrex Brightening Drops 10Ml","OPTREX","10ML","Health & Beauty > Lifestyle & Wellbeing > Eye Care & Glasses","https://digitalcontent.api.tesco.com/v2/media/ghs/9d37dbeb-225d-4d81-a5a5-061d824c5b20/a718870f-1032-4f8f-8b42-76bc0917c23d_1116633395.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05057753093280","Tesco Saucepan 18Cm","TESCO HOME","","Home & Ents > Cooking & Dining > Pots & Pans","https://digitalcontent.api.tesco.com/v2/media/ghs/4c35d9ad-0630-426e-a3dd-26515570e2a9/b06a758d-4001-47a3-8f15-bbd03d11d5c8_282260067.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"03760033598826","Maison No.9 Rose Wine 75Cl","MAISON NO 9","750ML","Drinks > Wine > Rose Wine","https://digitalcontent.api.tesco.com/v2/media/ghs/14c23e51-b0c8-4b92-9e72-480d65297429/aee78d7f-eb46-4a6b-838e-e32a9a83f5d0_1119780035.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05711953145315","Starbucks Double Shot Expresso 200Ml","STARBUCKS","200ML","Drinks > Coffee > Iced Coffee","https://digitalcontent.api.tesco.com/v2/media/ghs/f5ee3cb5-04d1-42e9-ace3-4e773e03f1f4/1053e18b-9006-4838-aa6d-74828306df58_1835696201.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05059944603322","Tesco Diamond Geo Bath Towel","TESCO HOME","","Home & Ents > Bathroom Accessories & Towels > Towels","https://digitalcontent.api.tesco.com/v2/media/ghs/b61aadaa-c9df-4176-b483-38b1e26cb515/b091ba05-43c5-4d54-9322-78b3ac557215_460599897.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05010041000933","Tango Orange 6X330ml Pack","BRITVIC","1980ML","Drinks > Fizzy & Soft Drinks > Fizzy Drinks","https://digitalcontent.api.tesco.com/v2/media/ghs/6706bc0f-e600-47b6-a9ba-2b770e29d27d/cd016756-824d-4340-8217-25641417d17a_1393677476.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05000382104384","Rubicon Spring Water Black Cherry Raspberry 1.5L","AG BARR","1.5L","Drinks > Water > Flavoured Water - Still Water","https://digitalcontent.api.tesco.com/v2/media/ghs/f4b37071-a28e-423a-8071-b0b21f4e7713/f393b3f2-733a-4092-a734-4b55338c4694_689958331.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05059697704949","Wicked Kitchen Crushed Black Pepper Block 150G","WICKED KITCHEN","150G","Fresh Food > Dairy Free & Dairy Alternatives > Dairy Free Cheese Alternatives","https://digitalcontent.api.tesco.com/v2/media/ghs/06185d62-2028-45c3-99a0-0b443d507434/78c7d92c-9a5b-46c2-8770-c665661ed196_851993586.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05056273603078","Lily's Kitchen Cat Tasty Cuts Chicken In Gravy 85G","LILY'S KITCHEN","85G","Pets > Cat Food & Accessories > Luxury Cat Food","https://digitalcontent.api.tesco.com/v2/media/ghs/7e34747e-0ce6-4f01-a3df-534037f06f12/8d0c507b-86ca-42bf-9ed3-ac267672a6ed_1859610328.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05021320119567","Ibiza Club Vape & E-Liquids 6Mg Apple&Blck Menth","IBIZA CLUB","10ML","Home & Ents > Tobacco & Alternatives > Vape","https://digitalcontent.api.tesco.com/v2/media/ghs/d266662c-053c-4a7c-b2b3-00831128c83c/3f1ed4ee-0db8-4c7b-8fce-207fdbc0f6bb_1154955652.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05052675001351","The Spice Tailor Tikka Masala Paste 200G","THE SPICE TAILOR","200G","Food Cupboard > Cooking Ingredients > Seasoning, Herbs & Spices","https://digitalcontent.api.tesco.com/v2/media/ghs/0bbdbd3b-e1fb-43af-a354-948694b92f14/fedaf1c0-1623-4d63-a5c2-142e6d13b180_966985423.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"08692195885016","Neo G Open Knee Support","Neo G","","Health & Beauty > Medicine > First Aid, Plasters & Antiseptic","https://digitalcontent.api.tesco.com/v2/media/ghs/6d6ced5e-1e0e-43e7-9123-65e7be27ec21/fa2f0e30-7e5f-4208-879b-08c7c0a84881_183837184.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"07501064193040","Corona Extra 12X330ml","CORONA","3960ML","Drinks > Beer & Cider > Beer - Lager","https://digitalcontent.api.tesco.com/v2/media/ghs/312769b3-22ad-45cb-b9d2-12dea051a55d/1ea5bff7-1652-4701-97f5-f1db36df7a51.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05057753909710","Tesco Plant Chef Tomato And Basil Soup 400G","TESCO PLANT CHEF","400G","Food Cupboard > Tins, Cans & Packets > Tinned & Packet Soup","https://digitalcontent.api.tesco.com/v2/media/ghs/ffcc2cfb-f6de-4114-a802-9f18d9b45ace/d4254cf1-ecc2-40c7-9241-fe683de114ac_1683426347.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05000137488905","Ritz Cheese Crackers 200G","RITZ","200G","Food Cupboard > Crackers & Crispbreads > Cheese Crackers, Breadsticks & Dipping","https://digitalcontent.api.tesco.com/v2/media/ghs/7a96b807-601b-405e-9e9a-94d5ebca5d37/53693e57-a645-4fa6-bd95-90de26576dc6_308394947.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05000462837454","Tesco 6 Inch Cash Box","TESCO HOMEOFFICE","","Home & Ents > Stationery, Arts & Crafts > Home Office & Office Essentials","https://digitalcontent.api.tesco.com/v2/media/ghs/70c34fcc-7f28-4852-a995-727d93d92e30/ac6202ec-5e12-4ea1-9949-b40c2bc5eb85_2119604886.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05057967621620","Tesco Bamboo Chopping Board Small","TESCO HOME","","Home & Ents > Cooking & Dining > Food Preparation","https://digitalcontent.api.tesco.com/v2/media/ghs/6baff7ba-ce26-4ec8-98be-71439cbe30d6/72e4e837-a265-431b-9b99-2b4f2e311571_1003070771.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05054402818492","Tesco Free From Salad Cream 440G","FREE FROM","440G","Food Cupboard > Table Sauces, Olives, Pickles & Chutney > Salad Cream","https://digitalcontent.api.tesco.com/v2/media/ghs/c52e3050-5e2f-4836-956c-ad13324214d5/ba1304ea-ad2d-404b-becd-069dcc0e12e4_475511719.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05060195901334","Genius Gluten Free Soft White Farmhouse 535G","GENIUS","535G","Bakery > Free From Bakery > Breads","https://digitalcontent.api.tesco.com/v2/media/ghs/c0e7fa95-a866-4cdd-99e2-5f7a26606966/c1f9b650-4089-430b-9a9d-5b53b11e8d2e.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05050665003996","Mugshot Roast Chicken Pasta 55G","MUGSHOT","55G","Food Cupboard > Noodle Pots & Instant Snack Meals > Cup Meals & Snacks","https://digitalcontent.api.tesco.com/v2/media/ghs/d69a62d1-f1d3-43cc-b79d-2c481a0597d8/7ee04cc7-b0ce-4676-88f1-bbadec431d49_650593683.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05052109914936","Tesco Finest South African Shiraz 75Cl","TESCO FINEST","75CL","Drinks > Wine > Red Wine","https://digitalcontent.api.tesco.com/v2/media/ghs/6891ac06-124f-4132-88a8-23efb69f09e4/ba21243a-6f22-458b-b46e-734ee75b132b_647235251.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05014213001063","Meridian Smooth Peanut Butter 1Kg","MERIDIAN","1KG","Food Cupboard > Jams, Sweet & Savoury Spreads > Peanut & Nut Butter","https://digitalcontent.api.tesco.com/v2/media/ghs/27c6037b-94cc-4423-9243-569f79fdcbbb/2b9eecfd-7976-47b0-83d3-547f20f14224_830758128.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"00876658004567","Moosehead Grubby Putty 100G","MOOSEHEAD","100G","Health & Beauty > Haircare & Styling > Hair Putty, Clay & Gum","https://digitalcontent.api.tesco.com/v2/media/ghs/f35934be-efb1-41b0-8819-a324fd44f22c/0780a414-b85f-4460-b635-985a667dbfc1_486864916.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05060084171206","Profoot 10Cm Toe Foam Set","PROFOOT","","Health & Beauty > Lifestyle & Wellbeing > Footcare","https://digitalcontent.api.tesco.com/v2/media/ghs/5f94dcf6-f716-4485-ad33-1ccce633d812/b30545a5-bda1-4667-af12-dafe6d880bb9_324151479.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"04023103156487","Vileda Turbo Smart Spin Mop Refill","VILEDA","","Household > Brushes, Mops & Buckets > Brushes, Mops & Buckets","https://digitalcontent.api.tesco.com/v2/media/ghs/ab7a9c6b-0a40-4846-bd6c-f121f54e3f9a/aa998362-695b-4b80-ae33-5a7c6dfce9ab_2135614999.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05011403997670","Real Lancashire Eccles Cakes 4 Pack","REAL LANCS","","Bakery > Cakes, Cake Bars, Slices & Pies > Small Cakes, Bites & Slices","https://digitalcontent.api.tesco.com/v2/media/ghs/f553db9d-d84f-46fa-bd24-96fb28710d66/71afd1a9-07a4-46a4-bb45-615d5f442d4f_1450199015.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"00000003011119","Tesco Ground Black Pepper 50G","TESCO","50G","Food Cupboard > Cooking Ingredients > Salt & Pepper","https://digitalcontent.api.tesco.com/v2/media/ghs/c3ef6936-50fc-492a-b63a-111ebedf462f/df28a6ca-5613-4374-a42e-bcb1bc9cc0bb_266698553.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"08712566479528","Knorr Rich Beef Stock Pot 4 X 28G","KNORR","112G","Food Cupboard > Cooking Ingredients > Stock Cubes & Pots","https://digitalcontent.api.tesco.com/v2/media/ghs/eb689565-7b3d-47f6-9487-7071153e4cff/931dfc9b-e1c5-4168-b0fd-61ff5e510968_2031223909.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"09556001289353","Milo Activ-Go Cocoa Malt Beverage 240Ml","MILO","240ML","Food Cupboard > World Foods > African & Caribbean","https://digitalcontent.api.tesco.com/v2/media/ghs/90020dc3-7d48-4f64-9816-bd948e9edcc4/62d16edb-bff4-4a57-8928-9c60fa9fc6f4_1835516048.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05013683305589","Cauldron Falafel 200G","CAULDRON","200G","Fresh Food > Cooked Meats, Antipasti & Dips > Olives, Antipasti & Tapas","https://digitalcontent.api.tesco.com/v2/media/ghs/769ece51-4ffd-4394-9dab-0394e9c5feee/c764f8e6-f31f-4e81-b027-09534eff9efe.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05021320073173","Leo Bancroft Medium Claw Black","LEO BANCROFT","","Health & Beauty > Haircare & Styling > Hair Accessories","https://digitalcontent.api.tesco.com/v2/media/ghs/259dab68-042f-40e3-b5b3-38d7d5e0f7c6/3d93bd2d-26b9-49d2-9cad-229cd0c9976e_694831632.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"03417761830031","Vtech Switch And Go Dino Assorted","VTECH","","Home & Ents > Toys & Games > Baby & Toddler Toys","https://digitalcontent.api.tesco.com/v2/media/ghs/9e1cf0bf-0134-4ba5-841c-05b5031dbd90/b4b38128-9cba-48ac-9328-1f321f320b7e_508685122.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05702016913514","Lego Jurassic World Embargo 76945","LEGO","","Home & Ents > Toys & Games > LEGO","https://digitalcontent.api.tesco.com/v2/media/ghs/89eb7b94-9f78-40d5-9f23-6d491e3d0632/57d2928d-449d-43b6-a26f-66ffdebbcba3_1252020561.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05010415227386","Tommee Tippee Carton Newborn Starter Set 0+ Months","TOMMEE TIPPEE","","Baby > Baby Bottles & Accessories > Baby Bottles & Teats","https://digitalcontent.api.tesco.com/v2/media/ghs/57a79ae3-fb5f-4b51-afd8-9e8157c28693/5570d0c5-b4c4-4b06-836a-37349c681dc5_117914238.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"00022796170224","Maui Moisture Smooth & Revive Vanilla Bean Conditioner 385Ml","MAUI MOISTURE","385ML","Health & Beauty > Conditioner > Afro, Curly & Textured Hair Conditioner","https://digitalcontent.api.tesco.com/v2/media/ghs/189c3d8c-3ef2-4a9d-994d-e817be425ebb/9aed2dcd-cccd-4e51-be89-d4e33d7e2db3_707178360.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05057753125684","Tesco Finest Hot Smoked Mackerel Fillets 110G","TESCO FINEST","70G","Food Cupboard > Tins, Cans & Packets > Tinned Fish & Seafood","https://digitalcontent.api.tesco.com/v2/media/ghs/de0c9213-477c-4019-91b8-9f5fe44cce6e/37114fdf-8cc9-4040-a06e-dd1526b65229_2146938736.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"00849803057398","Funko 6Inch Pop Assortment","POP","","Home & Ents > Toys & Games > Action Toys & Figures","https://digitalcontent.api.tesco.com/v2/media/ghs/03f11e99-b15f-48d2-bdd9-a0ff54eba4fd/237f97ad-3407-4397-8558-b609cc4e238b_2033878844.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"08006540017371","Aussie Sos Super Charged Repair Hair Mask 450Ml","AUSSIE","450ML","Health & Beauty > Haircare & Styling > Hair Masks & Oil","https://digitalcontent.api.tesco.com/v2/media/ghs/b3933d0a-a1c6-43d9-ad6d-24236b0c2084/3f008dea-3388-420d-8ec3-99185d7acda8_1232034675.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05057753564445","The Fair Mile Shiraz Malbec 75Cl","THE FAIR MILE","75CL","Drinks > Wine > Red Wine","https://digitalcontent.api.tesco.com/v2/media/ghs/d1cb4a36-34a1-4b04-9e39-7bfee8db7127/aa543dd1-7cfe-4bae-9987-9684e86983cb_1112606780.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"03574660649895","Listerine Coolmint Milder 500Ml","LISTERINE","500ML","Health & Beauty > Toothpaste, Mouthwash & Toothbrush > Mouthwash","https://digitalcontent.api.tesco.com/v2/media/ghs/c3b0fc1b-2d9c-43a4-a4ee-c242d61eacde/f34447ea-a669-423c-9b38-573eea4b5430_671810930.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05057373932846","Tesco Coconut Oil 4 Roll","TESCO","640SHT","Household > Toilet Roll > Lotioned Toilet Roll","https://digitalcontent.api.tesco.com/v2/media/ghs/fe110b19-528a-419d-b3d8-9f5f5e65af5b/bd353466-9f1f-4ec3-8647-d8f25f257e48.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05027748000869","Fling Thai Inspired Salad Kit 280G","FLING","280G","Fresh Food > Fresh Salad, Coleslaw & Sandwich Fillers > Lettuce & Salad bags","https://digitalcontent.api.tesco.com/v2/media/ghs/fd1d67e3-9d72-4a97-8827-28c3c2dec7c5/5d42e13c-7be2-473d-9a4a-a67df29a6dfd.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05024448562291","Tiger Tiger Udon Japanese Style Noodles 400G","TIGER TIGER","400G","Food Cupboard > Cooking Sauces, Meal Kits & Sides > Thai","https://digitalcontent.api.tesco.com/v2/media/ghs/fea42eed-78c1-48cf-9551-6dbf68498f39/2e225488-5bd9-45a9-859c-8a28a626d1ff_659478434.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05000225005977","Schwtz Authentic Mix Somerset Pork 36G","SCHWARTZ","36G","Food Cupboard > Cooking Ingredients > Packet Sauces, Mixes & Cook in a Bag","https://digitalcontent.api.tesco.com/v2/media/ghs/21819f46-a45b-4ffa-adc5-7f16a0ed4260/1246e9c1-40c5-428a-ac96-308050a4002a_1304222161.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05031396072789","Dubble Bubble Mini Gumball Machine 40G","DUBBLE BUBBLE","40G","Food Cupboard > Chocolate, Sweets, Mints & Chewing Gum > Kids Sweets","https://digitalcontent.api.tesco.com/v2/media/ghs/994ac5bd-de06-42ee-9ea2-2573fd3842e8/822f0041-2fef-495f-ace1-d15ea096b5cf_564718883.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05057753892807","Tesco Kitchen Towel 1 Roll 100 Sheets","TESCO","100SHT","Household > Kitchen Roll > Small Packs (Single Roll)","https://digitalcontent.api.tesco.com/v2/media/ghs/bfc983a9-dd9d-4667-bf0b-ebf5c7ca7fa7/e20f3dab-742d-4ddf-b24f-550a54575ec7_1791068498.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05010415332387","Tommee Tippee Decorative Soothers 6-18 Months X2","TOMMEE TIPPEE","","Baby > Dummies & Teething > Dummies","https://digitalcontent.api.tesco.com/v2/media/ghs/8b0ad0a5-0a60-4a29-b47d-e5deff346c06/b9f8b57a-c937-4b54-9116-500e2b6d3318_2096037788.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"00071662470074","Colour Wonder Paw Patrol","CRAYOLA","","Home & Ents > Stationery, Arts & Crafts > Gifting, Novelty & Stationery Collections","https://digitalcontent.api.tesco.com/v2/media/ghs/c06fd1a3-f368-46bf-b1a5-ae4bc5ced7ff/cc903b9a-7826-445f-a184-1edd6c232021_760066541.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"07622210287021","Cadbury Bitsa Wispa Bag 110G","CADBURY","110G","Food Cupboard > Chocolate, Sweets, Mints & Chewing Gum > Chocolate Pouches & Bags","https://digitalcontent.api.tesco.com/v2/media/ghs/3ee43195-1f56-4458-ad4a-8a9537155a28/17dade0c-d9ce-435a-a321-cc722b40fda7_695296479.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05059944499185","Tesco Rainbow Hearts Bottle 550Ml","TESCO HOME","","Home & Ents > Cooking & Dining > Food Storage & Water Bottles","https://digitalcontent.api.tesco.com/v2/media/ghs/3d448800-7a2b-4649-a7a0-9cf2969b2bba/2e95ff97-1cee-4f45-a855-b40bf98b58ce_1827960156.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
"05060088709641","Nakd Peanut Delight Fruit & Peanut Bars 4X35g","NAKD","140G","Food Cupboard > Free From > Snack, Nuts & Fruit Bars","https://digitalcontent.api.tesco.com/v2/media/ghs/e16133ef-6c96-4f36-a04a-c0a9efecc6dd/8a850641-3b4a-48ce-9f38-f660aca72037_1035459842.jpeg","kaggle:crawlfeeds/tesco-uk-groceries-dataset"
